bit	128829
fraction	104480
piece	93710
room	86390
minority	77592
village	77582
island	74489
hand	64149
hole	61588
particle	58694
amount	58058
figure	51371
creature	45800
baby	45729
part	44160
foot	40201
house	39077
town	38486
window	37237
child	35967
speck	35718
fragment	34894
body	33469
group	32121
dot	32022
seed	31209
thing	30522
drop	29805
space	28931
flower	28303
voice	27995
stream	27775
apartment	27455
kitchen	26532
portion	26091
cell	25130
proportion	24631
hamlet	24339
plant	23664
insect	23130
percentage	22718
bird	22684
number	22380
finger	22108
animal	21989
detail	21985
light	21858
woman	21677
fish	21660
spot	20965
head	20029
waist	19811
office	19493
spark	19370
flame	19239
glass	19232
droplet	19204
country	19118
garden	18863
cup	18310
square	18045
community	17966
step	17867
girl	17756
cabin	17662
settlement	17632
bubble	17631
leaf	17536
boat	17333
shop	17263
area	17196
patch	17124
ball	17058
plot	17001
smile	16978
opening	16908
place	16839
silver	16825
crack	16637
hair	16468
eye	15969
one	15747
point	15631
grain	15608
blood	15498
cottage	15436
circle	15285
bell	15075
bone	14876
handful	14438
face	14400
bead	14174
church	14145
crystal	14143
corner	14131
man	13307
boy	13167
living	13025
air	12926
bedroom	12824
stone	12817
star	12760
box	12720
object	12689
table	12632
size	12397
infant	12352
line	12123
organism	11915
state	11819
mouth	11749
band	11720
scrap	11671
chapel	11545
fist	11480
mirror	11338
vessel	11235
tot	11154
scale	10947
diamond	10865
tube	10843
bathroom	10730
wave	10634
craft	10549
fire	10533
thread	10352
button	10243
world	10095
egg	9932
quantity	9903
strip	9636
shell	9561
change	9345
movement	9322
hut	9304
ship	9186
bottle	9134
form	9129
arm	9011
sliver	8894
sound	8769
fishing	8664
wing	8657
rivulet	8632
people	8606
nation	8377
pool	8311
teeth	8288
unit	8272
sample	8197
bundle	8138
muscle	8132
leg	8109
pocket	8101
force	8085
stitch	8064
needle	7870
elite	7761
gold	7707
picture	7666
chip	7658
car	7645
water	7632
farm	7609
gap	7545
volume	7509
slit	7492
lake	7439
islet	7426
pore	7391
ear	7381
tree	7368
metal	7340
worm	7289
cloud	7275
segment	7190
planet	7114
field	7089
population	7085
cubicle	7076
bud	7075
stage	7049
lamp	7030
print	6940
image	6889
heart	6826
bar	6803
frame	6770
flake	6750
ripple	6672
structure	6662
screen	6629
difference	6611
pebble	6605
section	6594
life	6573
book	6539
spring	6510
mouse	6490
cluster	6449
hook	6389
fly	6374
letter	6363
dog	6337
kingdom	6330
street	6272
sphere	6122
pair	6082
building	6028
door	6019
magnet	5981
wrinkle	5887
pearl	5876
brain	5846
mountain	5845
trickle	5805
home	5725
being	5724
sip	5640
mite	5619
remnant	5586
restaurant	5567
branch	5346
cut	5328
shoe	5328
sea	5304
morsel	5274
slice	5273
balcony	5232
scar	5228
paper	5222
bite	5213
capillary	5189
fleck	5185
nose	5176
flash	5132
toy	5124
colony	5051
store	5039
atom	5017
person	5014
bow	5006
chamber	4994
vein	4976
doll	4942
beach	4938
camera	4929
bay	4888
army	4885
daughter	4856
ring	4849
root	4821
candle	4818
pit	4763
rock	4750
moment	4742
scratch	4713
wire	4706
triangle	4696
twig	4690
principality	4680
nucleus	4660
river	4655
bed	4636
claw	4617
seedling	4592
brook	4575
port	4568
radio	4560
ice	4554
ant	4497
flag	4483
pellet	4459
cross	4437
shrimp	4414
computer	4404
model	4389
oil	4362
city	4355
kitten	4314
cove	4302
spider	4293
holding	4291
globule	4282
larva	4257
hall	4232
courtyard	4219
slip	4218
feather	4213
cube	4210
moon	4208
gland	4178
note	4165
yard	4160
valley	4141
plane	4140
enclave	4138
puff	4135
blossom	4131
bag	4131
brass	4108
company	4084
clearing	4072
studio	4054
men	4044
kiss	4024
parcel	4012
shack	4010
frog	4010
creek	4008
mass	3999
packet	3975
incision	3972
arrow	3966
brush	3960
station	3931
region	3916
bump	3892
bulb	3876
republic	3868
package	3856
microphone	3830
splinter	3820
pond	3814
flicker	3803
aperture	3803
breast	3793
crevice	3791
coffin	3778
crab	3763
fruit	3760
jet	3751
shred	3744
crustacean	3732
blade	3710
cage	3698
mark	3674
school	3672
pot	3667
closet	3657
tent	3657
bridge	3647
knot	3618
compartment	3618
chair	3612
device	3612
key	3608
sector	3601
share	3601
land	3597
channel	3594
jewel	3586
bowl	3576
wound	3533
pin	3530
lump	3520
pinch	3510
nerve	3493
word	3487
element	3472
waterfall	3472
increment	3466
frown	3441
bug	3434
way	3433
machine	3429
wheel	3426
park	3419
son	3413
mind	3409
replica	3396
hotel	3368
ray	3366
paw	3305
incident	3299
embryo	3297
sum	3290
rill	3263
budget	3262
curl	3226
trace	3210
desk	3207
attic	3196
granule	3195
fiber	3189
wisp	3160
variation	3159
shoot	3150
shard	3134
ledge	3131
hill	3114
harbour	3113
shoulder	3108
shadow	3104
dust	3092
projection	3086
cry	3080
glimpse	3049
garrison	3041
platform	3039
pinpoint	3034
outpost	3033
explosion	3024
sac	3014
basket	3007
lady	2994
mound	2984
horse	2969
gesture	2969
majority	2965
feature	2961
speaker	2933
oasis	2905
porch	2892
income	2884
stove	2865
flaw	2862
cave	2860
vial	2853
bunch	2850
family	2850
sun	2849
vesicle	2848
sign	2848
harbor	2846
staff	2845
path	2844
garment	2839
hat	2834
party	2834
plate	2833
noise	2816
dining	2806
stick	2799
screw	2789
sigh	2782
type	2776
parasite	2771
beam	2757
canal	2752
cafe	2751
sandwich	2746
instrument	2741
clay	2741
pinprick	2735
toe	2729
shrine	2687
loop	2685
territory	2682
dos	2681
knife	2676
organ	2662
chest	2657
theatre	2653
germ	2643
market	2642
gasp	2638
fountain	2632
babe	2620
lens	2612
pause	2604
rod	2601
hammer	2599
touch	2595
sitting	2591
limb	2591
satellite	2587
puncture	2585
brick	2584
drawing	2576
globe	2575
flashlight	2571
tin	2570
gas	2569
fleet	2566
wavelet	2566
molecule	2565
hoof	2563
fellow	2553
version	2537
glow	2529
blister	2525
shiver	2524
temple	2521
strand	2504
mole	2497
block	2496
nest	2492
spoon	2491
hint	2482
caterpillar	2477
disk	2472
steel	2471
log	2467
capsule	2462
lip	2446
engine	2436
splash	2427
margin	2424
pipe	2408
motor	2399
current	2392
set	2387
ridge	2383
spore	2382
beginning	2382
entrance	2377
knob	2376
spine	2375
lot	2374
wasp	2362
nail	2361
canoe	2361
shape	2360
capital	2360
gem	2351
tongue	2347
audience	2342
business	2341
transistor	2340
skull	2333
glimmer	2323
item	2321
puppy	2314
balloon	2312
cap	2310
sail	2304
error	2304
pulse	2304
side	2300
dwelling	2296
